scripture_name,level_1,level_2,level_3,name,type,description,child_type,media_path
RigVeda,1,126,NULL,Sukta - 126,Sukta,"Bhavaya or Svanaya (a mighty king, perhaps of some inner or higher realm) grants the gifts (multiple energies and consciousness-rays) to the seer which the seer mentions",Mantra,1
RigVeda,1,127,NULL,Sukta - 127,Sukta,"The seer meditates on Agni (lord if the spiritual will), the priest of the pilgrim- sacrifice, the eldest of the Angiras (the derivative Agnis in mental heavens). Agni cleaves through darkness and goes ever forward. The aspirants follow with pleasure the delight-giving path of Agni which leads to delight",Mantra,1
RigVeda,1,128,NULL,Sukta - 128,Sukta,Agni (the lord of the spiritual will) bases itself on aspiration for the Divine. Matarishwan (the master of life) brought him from the realms beyond for humanity. Agni establishes in us the seeds of new births to come. He sets the crooked places right. He saves the aspirant from Varuna's (the lord of vastness) pain. He is the master of the Yajna (the inner sacrifice),Mantra,1
RigVeda,1,129,NULL,Sukta - 129,Sukta,"The seer prays to Indra (lord of the divine mind) to manifest, to separate his being from the hostile powers that do not want to give (in the Yajna). Indra along with the Maruts (Divine powers of will and thought) slay the hostiles and gain the Sun- world for the seekers",Mantra,1
RigVeda,1,130,NULL,Sukta - 130,Sukta,"The seer invites Indra to drink the extracted Soma (delight of
action/experience/existence). The battle of Indra and Vritra (the coverer of divine reality) is narrated, along with His other mighty victories over the hostiles",Mantra,1
RigVeda,1,131,NULL,Sukta - 131,Sukta,"Indra is the leader of gods to whom both earth (physical) and heaven (mental) bow down (for His grace). All the seekers call Indra for will, knowledge, bliss, protection. Indra comes out at the (inner) dawn (of spirit) and knows the mantric chants and the offerings",Mantra,1
RigVeda,1,132,NULL,Sukta - 132,Sukta,Indra wins the battle for the Svar (Truth-Plane). He is in the realm which abides in the waters of Ritam (the truth in movement). Indra and Parvata (the deity of the mountain of existence with the Siddhi at the top) are asked to slay the hostile forces,Mantra,1
RigVeda,1,133,NULL,Sukta - 133,Sukta,The seer declares the purification of the Rodasi (the mental heaven and physical earth) with Ritam (the truth in movement). He also declares those who offer Soma to Indra are protected in all ways and asks Indra to destroy the hostiles (like Pishachis belonging to lower vital planes),Mantra,1
RigVeda,1,134,NULL,Sukta - 134,Sukta,The seer calls Vayu (the lord of the vital) to come and drink the Soma (delight of action/experience/existence). Vayu is the doer and the protector and guide of the doers. He gives his powers to make the Dawn (of spirit) full of rays (of light). He is the one who has brought Maruts (divine powers of will & thought) into being with the assistance of (mental) heaven.,Mantra,1
RigVeda,1,135,NULL,Sukta - 135,Sukta,"Vayu is the lord of steeds (vital energies), the gods labour for him to be the first to drink the Soma (i.e. the vital conversion is of primary importance). He is asked to go the plane of Truth and come back with Indra (lord of the divine mind) for the work to be done in the seeker",Mantra,1
RigVeda,1,136,NULL,Sukta - 136,Sukta,"Mitra (Lord of Harmony) and Varuna (Lord of Vastness) and Aryaman (Lord of Tapas/Force) and Bhaga (Lord of the enjoyments in the power of the Truth) are the four solar deities. Mitra, Varuna, Aryaman make men walk the path of Truth, they are asked to protect those who serve the Truth. The seer prays for their closeness for the generations to come",Mantra,1
RigVeda,1,137,NULL,Sukta - 137,Sukta,Mitra and Varuna are asked to come and drink the extracted Soma (delight) mixed with other offerings of the seeker's inner being,Mantra,1
RigVeda,1,138,NULL,Sukta - 138,Sukta,"Pushan (the lord of nourishments, the Sun as the Increaser) is admired by all beings. The seer asks for His friendship and He is asked to illumine the seer's spiritual possessions and actions,",Mantra,1
RigVeda,1,139,NULL,Sukta - 139,Sukta,"The seer places the Agni (the lord of the divine will) in front (as a leader) by his (godward) thoughts, he aspires for his thoughts to reach the gods. Mitra and Varuna are asked to remove the falsehood and reveal their true forms in the inner being of the seeker. The heavenward journey of the Ashvins (the divine physicians who perfect mortals to make them capable of bliss) is described, they are asked to never stop their gifts. Indra is asked to come, drink the Soma, and provide his gifts. Maruts (divine powers of will & thought) are asked to protect the habitations and the accomplishments of the seers. The seer mentions other accomplished seers and declares their goal to be the region of the gods",Mantra,1
RigVeda,1,140,NULL,Sukta - 140,Sukta,"Agni (the lord of the divine will) takes his seat in the inner altar of the aspirant and grows through the journey of the year (time) by eating his triple food (the offerings of the mind, vital, body). He is born of two mothers (mental heavens or mind and physical earth or body) moving in the darkness of ignorance, He makes way there for his father (the spirit). He unites with the partial knowledge in the seeker and makes it divine. He creates the chariot (being) for the seeker that carries him (& his aspiration) across births",Mantra,1
RigVeda,1,141,NULL,Sukta - 141,Sukta,"Agni (divine will) first reposes in the eternal world of bliss, from there it dwells in the seven auspicious forms of the existence, which then generates the ten types of knowledge. From the base, Agni ascends with the Soma (delight) to the supreme state, He burns down the dark patches in his ascension, He makes the gods manifest in the being and also upholds them",Mantra,1
RigVeda,1,142,NULL,Sukta - 142,Sukta,"Agni is asked to expand the self-offerings and bring the gods to the inner sacrifice. Indra (lord of the divine mind), 3 goddesses of inspiration (Ila of Inspired Vision, Mahi of Inspired word and Saraswati of Inspired Hearing), the Spiritual night and Dawn, Tvshtra (the divine sculptor), Vanaspati (the lord of the enjoyments) are particularly addressed to come and manifest their powers",Mantra,1
RigVeda,1,143,NULL,Sukta - 143,Sukta,"Agni possess the Ritam (Truth in movement), His power is ever active and undecaying. Bhrigus (the bearers of light, seers) placed him at the navel (life) centre of the earth (physical) and heaven (mental). The seer prays for Agni's powers to protect and guide and bless him",Mantra,1
RigVeda,1,144,NULL,Sukta - 144,Sukta,The two (perhaps Agni and Indra) jointly work and carry the seekers forward in their journey. Agni shines among the gods and also cares for the earthly beings ,Mantra,1
RigVeda,1,145,NULL,Sukta - 145,Sukta,"Only those who are not arrogant join with Agni's impulsions. He stirs the men to work which leads to joy. He is the knower, the truth & the truth-order in consciousness",Mantra,1
RigVeda,1,146,NULL,Sukta - 146,Sukta,Agni manifested in the seeker grows from the experiences of the mental heavens and physical earth. He manifests to the victorious seekers as the Sun (of Truth),Mantra,1
RigVeda,1,147,NULL,Sukta - 147,Sukta,Agni (the lord of the spiritual will) cured the seer of his blindness (Ignorance of the outer consciousness). Agni is asked to protect the aspirant from the hostiles that don't let him complete his self-offering,Mantra,1
RigVeda,1,148,NULL,Sukta - 148,Sukta,"No one can harm the aspirant who offers his thoughts to Agni. Even as an embryo (i.e. even when the manifestation of Agni in the seeker is in a nascent stage) Agni cannot be harmed by the hostiles. The Ignorant ones can't harm Him, the eternally wise protect Him",Mantra,1
RigVeda,1,149,NULL,Sukta - 149,Sukta,"Agni comes to the altar with his gifts, the press stones (inner powers used to extract the delight of being) laud his approach. Agni shines like the Sun (of Truth). He of two-fold births (in cosmos and in man) has spread His effulgence through all the worlds",Mantra,1
RigVeda,1,150,NULL,Sukta - 150,Sukta,"Those who don't self-offer to Agni, they can't prosper. Those who do offer achieve spiritual greatness",Mantra,1
RigVeda,1,151,NULL,Sukta - 151,Sukta,"Those who desire the cows (rays of consciousness/knowledge) manifest Mitra (the lord of Harmony in themselves) who knows the way to knowledge. Varuna (the Lord of Vastness) is invoked for protection, whose strength stirs up the physical and mental realms at His inner birth. They are the possessors of truth, they rule over the thoughts of the sages.",Mantra,1
RigVeda,1,152,NULL,Sukta - 152,Sukta,Mitra and Varuna destroy all falsehoods. The four-square by its fiercer intensity destroys the three-sided; for the first thoughts of the gods fall into decay (perhaps symbolizing the manifestation of fourfold perfect world governed by truth instead of the threefold world of Ignorance). The seer prays to live on the drink (Brahman) from the gods as on alms-knowing all manifestations in his force and dwelling vastly extended widen into infinite being,Mantra,1
RigVeda,1,153,NULL,Sukta - 153,Sukta,Mitra and Varuna are worshipped with clarified self-offerings by the aspirants. Such aspirants are taken care of by Aditi (the infinite Mother that nourishes),Mantra,1
RigVeda,1,154,NULL,Sukta - 154,Sukta,"The seer narrates the mighty works of Vishnu (the Lord who is all pervading). He has measured out all the worlds by his 3 wide movements/steps (physical earth, mental heaven, tridhatu or Sat-chit-Ananda). He is compared to a terrible lion (Pashupati Rudra) and a wide moving Bull (one who casts the seed of things in universal movement), dwelling on the summits (of existence). The seer aspires to find the friend of humanity (the Divine) in the Supreme station measured out by the highest step of Vishnu",Mantra,1
RigVeda,1,155,NULL,Sukta - 155,Sukta,"The aspirants are asked to offer the Soma (delight of
action/experience/existence) to Indra (the lord of the divine mind) and Vishnu, who stand majestically on top of the mountain (of existence). The mortals only move about in the first two steps of Vishnu, but no one is able to comprehend his third step, even the Maruts (powers of will & thought) and birds (thoughts) can't venture there",Mantra,1
RigVeda,1,156,NULL,Sukta - 156,Sukta,"Vishnu is the supreme doer. The goal of the inner sacrifice is attained by the self- offering to Vishnu, who apportions to the Yajamana (one who self-offers) his share of Ritam (Truth in movement)",Mantra,1
RigVeda,1,157,NULL,Sukta - 157,Sukta,Ashvins (the divine physicians who perfect our being so that it can hold their bliss) are asked to come in the 3 seated car when Usha (spiritual dawn) has already arrived. They are asked to anoint the aspirant's Kshatram (warrior-force) with their bliss & heal/vitalise the being of the aspirants,Mantra,1
RigVeda,1,158,NULL,Sukta - 158,Sukta,"The seer describes how the power of Ashwins saved him from the hostiles, the incident where Ashwins protected Bhujyu (the seeker of enjoyment) is mentioned",Mantra,1
RigVeda,1,159,NULL,Sukta - 159,Sukta,Heaven and earth (the two principles of mind & body or soul & nature) are the parents of the wide worlds around us. Their children are perfect workers. They are asked to bestow their plenitudes on the aspirants,Mantra,1
RigVeda,1,160,NULL,Sukta - 160,Sukta,"Heaven & earth protect all beings, they are created by the father (Savitr, the power of Truth as the creator) with beautiful forms. The purifier priest (Agni) is their son. They are asked to bestow on the aspirants Shravah (Inspiration) & Kshatram (warrior-force)",Mantra,1
RigVeda,1,161,NULL,Sukta - 161,Sukta,"The conversation among Ribhus (the artisans of immortality), Agni (the dicien will) and Agastya is mentioned. Agastya allowed the Ribhus to enter his being and work there. When the Agni is lit for the Yajna, Agni asks Ribhus to make the one bowl (physical) of Tvashtr (the divine sculptor) four-fold (physical, vital, mental, causal). If they could do this, they will become the Masters of the inner sacrifice along with the Gods. The Ribhus took each separate power of manifestation as supreme and partitioned the bowl for the same (thus 4 bowls for 4 principles of Truth, mental, vital, physical). Other great deeds of Ribhus are narrated (as in 1.110). It is Vayu (the lord of the vital) who awakens them to work",Mantra,1
RigVeda,1,162,NULL,Sukta - 162,Sukta,"The mighty Ashvamedha Yajna (Horse-sacrifice or the offering of life-power with all its impulsions, desires, enjoyments to the divine existence) is described. On being purified, the golden Life-force is led by Dwita (the Life-soul) to Indra (the lord of the divine mind), Pushan (the nourisher) and Tvashtr (the maker of Divine forms), who perfect the life-force with their respective powers. The seer asks all the inner powers to be ready for the sacrifice for its successful completion, and uses the mantra to remove any pain associated with the offering. The divinized life force acts as a good friend to the seekers",Mantra,1
RigVeda,1,163,NULL,Sukta - 163,Sukta,"The Horse (Universal life or reality which manifests in matter) was given by Yama (Guardian of the Law of manifestation), was harnessed by Trita (Mental soul) with Indra (lord of the Divine mind) being the first to mount him. The Gandharvas (those who support the rays of delight) grasped its reins, and Vasus (those who substantiate) formed the steed out of the truth-substance. The Horse is linked triply to luminous heavens, All follow the Horse towards the Supreme joy",Mantra,1
RigVeda,1,164,NULL,Sukta - 164,Sukta,"Relation of the Sun (of Truth) with the principles of 7 (primarily planes of existence) and 3 (primarily division of time) is established through the description of His chariot & steeds. The aspirant asks a series of questions to the seers on the existence which cannot be resolved by the mind, a explanation is provided in the subsequent verses.
The Parents (Soul & Nature) united to produce the progeny (manifestation), the spoked wheel (of time & space) upbears the worlds, the manifestation of Sun (truth) begins with the ten powers (Perhaps the ten Indriyas which allow the manifestation of separative knowlegde which leads to knowledge by identity), the Yajna (inner sacrifice) is the navel (life-source) of the earth, the mortals and immortals share the same source (the one divine being) etc. The metaphor of two birds (the witness & the active Purusha) is mentioned, both birds enjoy immortality with the discovery of the (mantric) knowledge. The Vedic metres themselves manifest the rhythms of creation. The mantras exist in the imperishable ether from where the seers access them, only one who knows this can make use of the mantras. The origin of the sounds is mentioned in a symbolic language, and the four grades of speech are mentioned (later the tantric para etc.)
The great principle of ('One Truth with different names') is mentioned by the seer",Mantra,1
RigVeda,1,165,NULL,Sukta - 165,Sukta,"The colloquy of Indra (Lord of the Divine Mind) and the Maruts (brilliant powers of will & thought) is revealed in response to the seer's queries, in which the supremacy of Indra is declared and these lesser shining hosts are admitted as subordinate powers who impart to men, as a friend, their impulsion towards the high truths which belong to Indra",Mantra,1
RigVeda,1,166,NULL,Sukta - 166,Sukta,"The Maruts don't harm anyone who self-offers, instead they provide him their spiritual riches. All are awestruck by their fierce movements. They are inseparable from Indra. The seer prays to them for protection & nourishments",Mantra,1
RigVeda,1,167,NULL,Sukta - 167,Sukta,"Maruts (luminous & swift powers of will & thought) are the ones with the lightnings (of force & knowledge). They wish to make friends with the Rodasi (mental heaven & physical earth), the Rodasi joyfully joins them in their car to move towards the knowledge. The seer prays to them to drink the extracted Soma (delight of action/experience/existence), and also glorifies Indra (the lord of the divine mind)",Mantra,1
RigVeda,1,168,NULL,Sukta - 168,Sukta,"The Maruts with their actions make the aspirants perceive to some degree the Svar (Truth- world), they remove any obstacles in the aspirant's progress. Their mother Prishni (the power of varied manifestation) gave them birth for the great battle (between the forces of light & the darkness)",Mantra,1
RigVeda,1,169,NULL,Sukta - 169,Sukta,"Indra is the one who controls the Maruts. The seer prays to Him for the riches filled with spiritual energy with are most delightful for the seekers. The arrival of the Maruts is heard, the seer asks Indra & Maruts to destroy the hostiles",Mantra,1
RigVeda,1,170,NULL,Sukta - 170,Sukta,"Agastya, the seer, wants to reach prematurely the Supreme Divine source beyond thought only with the aid of the Maruts, without the full development of the being in all its
progressive stages of conscious activity. Agastya asks Indra to cooperate with the Maruts, who in turn makes the seer understand the progression in the ordered method of the Truth, & asks him to invoke the Gods (Agni & Indra) & manifest Their powers in him",Mantra,1
RigVeda,1,171,NULL,Sukta - 171,Sukta,"This is Agastya's hymn of propitiation to the Maruts whose sacrifice he had interrupted at the bidding of Indra. The Seer prays to them to put aside their wrath, to take pleasure once more in the pursuit of knowledge and in its activities; not passing him by any more, let them unyoke their steeds, descend and take their place on the seat of the sacrifice, assume their share of the offerings.",Mantra,1
RigVeda,1,172,NULL,Sukta - 172,Sukta,"Maruts have arrived in the inner being of the seer, they have undecaying splendour. The seer humbly prays to them to make him ascend (towards the goal)",Mantra,1
RigVeda,1,173,NULL,Sukta - 173,Sukta,"The Riks (verses of illumination) of the seer are like the cry of a bird (of the heights), they belong to the Svar (Truth Plane). Indra (the lord of the divine mind) and His deeds are glorified, He provides fulfilment to the sincere seeker. The seer asks for His companionship in the Yajna (inner sacrifice), after the confrontation with the Maruts (luminous & swift powers of thought & will) mentioned in previous hymns",Mantra,1
RigVeda,1,174,NULL,Sukta - 174,Sukta,"Indra's deeds are mentioned - Destruction of the 7 habitations of the hostiles, Helping Purukutsa and Kutsa, Slaying Vritra (the concealer of divine reality) and kuvayacha, protecting the inborn Agni (flame of aspiration) etc. The seer prays for the will power that overcomes all obstacles",Mantra,1
RigVeda,1,175,NULL,Sukta - 175,Sukta,"The seer invites Indra to drink the Soma (delight of action/experience/existence), He has the strength to temporarily stop the movement of the Truth (for His action on the inner being), He is the destroyer of lawless hostile forces, He is the provider of happiness to the singers (of Riks)",Mantra,1
RigVeda,1,176,NULL,Sukta - 176,Sukta,"The seer asks Soma to pervade Indra and guard His riches, The seer asks Indra to slay all those who don't offer Soma (the hostiles)",Mantra,1
RigVeda,1,177,NULL,Sukta - 177,Sukta,"The preparation for the Yajna is complete, the seer asks Indra to arrive (in his inner being) and accept the mantra offered by the thinkers (to the lord of the divine intelligence)",Mantra,1
RigVeda,1,178,NULL,Sukta - 178,Sukta,"When Indra hears the call of the aspirant, Indra supports his hymns (expressing his aspiration), & comes & takes the offerings & becomes a friend (on the divine path). The seer prays for continuous increase of His manifestation",Mantra,1
RigVeda,1,179,NULL,Sukta - 179,Sukta,"Lopamudra (one who has lost the movement of happiness) laments to Agastya (the seer) about the unending labour (in the path), She is feeling dejected. Agastya mentions that the labour of the Gods cannot be in vain, they should battle and conquer & not return back to the old round of desires. Their inner understanding is purified by the Soma (the delight of action/experience/existence) and Agastya through his labour nourishes the two races (human & divine)",Mantra,1
RigVeda,1,180,NULL,Sukta - 180,Sukta,"The seer calls Ashvins (the divine physicians who perfect the lower being to hold bliss) to come & drink the Soma. They established the milk (of knowledge) in the cows (rays). The seer prays them to help him like they did many in the past (Atri, Bhujyu etc.), he askes them for spiritual riches and to be rid of the Panis (the misers of the subconscient)",Mantra,1
RigVeda,1,181,NULL,Sukta - 181,Sukta,"The steeds of the Ashvins are pure, bright and mighty with the speed of mind; they drink the milk of knowledge. One pf the Ashvins is a luminous seer, another is full of happiness. They are from the abode of the triple seats of the sacred grass (the seats of the soul's fullness), they are asked to nourish the cows (rays) and men with their gifts",Mantra,1
RigVeda,1,182,NULL,Sukta - 182,Sukta,"The Ashvins have arrived (in the inner being), the seer lauds their presence. They are Indra-tama (most full of the force of Indra), they are asked to destroy the hostiles. The Ashvins-Bhujyu legend is recounted again",Mantra,1
RigVeda,1,183,NULL,Sukta - 183,Sukta,"The Ashvins are asked to come in their car with trichakra (3 wheels, simultaneous movement in the 3 lower worlds), trivandhura (3 pillars which support the 3 worlds) to the world with the tridhatu (vasu, urja, priyam or substance, energy, love). They have come to the sacrifice to manifest their power in the seer as his son. The seers have crossed through to the other shore of darkness, Ashvins are asked to meet them there",Mantra,1
RigVeda,1,184,NULL,Sukta - 184,Sukta,"At the onset of the dawn (of the spirit), the seer invokes Ashvins for the self-offering and asks for their manifestation in him",Mantra,1
RigVeda,1,185,NULL,Sukta - 185,Sukta,The seer contemplates on the father and mother (heaven and earth symbolizing the dual principle of mind & body or soul & nature) and prays for their protection from the mighty hostiles,Mantra,1
RigVeda,1,186,NULL,Sukta - 186,Sukta,"The seer seeks the arrival (in his inner being) of the Truth-Creator and the goddesses of Inspirations; of the Lords of Harmony, Vastness, Force, spiritual will, divine mind, nourishments, bliss; the spiritual Night and Dawn, the divine sculptor, the all pervading lord and other deities (like Ahirbudhnya)",Mantra,1
RigVeda,1,187,NULL,Sukta - 187,Sukta,The seer sings the glories of pitu (Soma or delight of being used as nourishment). He is the inspirer of great deeds like the killing of Vritra (the concealer of Divine reality). The seer asks the aushadhis (growths of the earth or matter) to be strong and swift and immune to diseases,Mantra,1
RigVeda,1,188,NULL,Sukta - 188,Sukta,"Agni (lord of the spiritual will) is asked to bring the gods to the inner sacrifice. The seer mentions a vast seat (in the inner being) where the Adityas shine, also the Divine doors within, Agni is asked to start the sacrifice from this inner space. Different Gods are invoked by Agni",Mantra,1
RigVeda,1,189,NULL,Sukta - 189,Sukta,"Agni is asked to remove the devious attraction to sin (the lower propensities, also psychological blockades), and to lead beyond fear & difficulties. The one in whom Agni manifests assumes the nature of Agni",Mantra,1
RigVeda,1,190,NULL,Sukta - 190,Sukta,"The seer serves Brhaspati (lord of the soul power, master of the creative word) with words in the rhythm of Ritam (Truth in movement). He is feared by the hostiles, He favours the one who offers Soma. The seer prays to hm for the heroic force that speedily overcomes the obstacles",Mantra,1
RigVeda,1,191,NULL,Sukta - 191,Sukta,"The snake (perhaps symbolizing a hostile force) comes unseen and bites the seeker when he is not vigilant. The rising Sun (of Truth) removes all the dark forces at once, and turns the injected poison into nectar",Mantra,1
RigVeda,2,1,NULL,Sukta - 1,Sukta,"Agni (the lord of the spiritual will, the flame of aspiration in the seeker) is one with the pure birth (i.e. w/o any hostile influence), once He manifests in the inner being, He becomes the master of the house (body). The seer mentions the identity of Agni with all other Gods & the attributes of these Gods. Those who seek Agni worship Him as a father, when He reveals Himself they worship Him for his Brotherhood, when He manifests in them He becomes their son. He works as the mouth of the Gods (i.e. messenger of the Divine powers), though Him they eat the offering, through Him the aspirants taste the Soma (delight of action/experience/existence). For the worshippers of Agni, the cow walks in front with the body of a horse (i.e. potent knowledge leads them on the path)",Mantra,1
RigVeda,2,2,NULL,Sukta - 2,Sukta,"Agni brings out the milk of knowledge and other spiritual riches through both Night (of self-gathering) and Dawn (of conscious activity). He is placed by the Gods between the heaven (mental consciousness) and earth (physical consciousness). The seer prays to Him to make both progress, and also for inspirations and hero-force and plenitude",Mantra,1
RigVeda,2,3,NULL,Sukta - 3,Sukta,"Agni has been kindled and it has arisen in the being, He reveals the triple heavens (fullness of the sensational, aesthetic and emotional mind, the pure intellect and the divine intelligence) The seer prays to Him to make the self-offering conscious and full of light, and open the divine doors, and bring the Gods into the inner being",Mantra,1
RigVeda,2,4,NULL,Sukta - 4,Sukta,"Agni was placed in humanity by the Gods and the Dwita Bhrigus (bearers of the rays in the vital world). He grows young again & again in the aspirant (with the fuel of offering), He burns through his inner being consuming all impurities. By His power, the seer has conquered the subliminal and the superconscient worlds",Mantra,1
RigVeda,2,5,NULL,Sukta - 5,Sukta,Agni takes the possession of the seven rays (related to the seven planes) and the hidden eighth (the light in the inconscient). The aspirant climbs through Him the ladder of his being. The illuminations from the Truth-plane come to (the possessor of) Agni,Mantra,1
RigVeda,2,6,NULL,Sukta - 6,Sukta,"The seer offers His words as the fuel for Agni, and prays to Him for (spiritual) wealth and removal of Hostiles",Mantra,1
RigVeda,2,7,NULL,Sukta - 7,Sukta,"Agni's form is beautiful, fed with the clear offerings. He is the desirable, who removes foes and bestows riches",Mantra,1
RigVeda,2,8,NULL,Sukta - 8,Sukta,"Agni (the lord of the spiritual will, the flame of the aspiration) is worshipped at both dusk (transition into night) and day (transition into day). His lustre is of diverse hues (i.e. has various aspects). The seer's mantras make him grow. Agni is asked to overcome the obstacles in the path",Mantra,1
RigVeda,2,9,NULL,Sukta - 9,Sukta,Agni is asked to manifest His powers and increase His strength & presence through the self-offerings of the aspirant. He is worshipped in both His higher station (in the Truth-world) and lower station (the form He manifests in the inner being),Mantra,1
RigVeda,2,10,NULL,Sukta - 10,Sukta,"Agni dwells even in the destroying Night (of obscurity) by the greatness of His light (of conscious will). The seer anoints Agni with his offering of light, in the vast place where Agni confronts the worlds",Mantra,1
RigVeda,2,11,NULL,Sukta - 11,Sukta,"The victory of Indra (the lord of the divine mind) over the Ahi Vritra (the concealer of divine reality) is recounted. Indra's manifestation is increased by the high rising mantras of the seer, who prays to Him to use the Vajra (mantric weapon) to slay the Ahi in the subconscient (of the aspirant- and also offers Him he Soma (delight of action/experience/existence). Other victories of Indra are mentioned (Over Nyarbuda, Vala etc.)",Mantra,1
RigVeda,2,12,NULL,Sukta - 12,Sukta,"Indra is the first with the mental consciousness,. His presence makes the heaven (mental) & earth (physical) tremble, but He removes the agitations. He released the rays of the Truth-Sun from the hill of the inconscient - thus giving birth to the Truth- Sun as it were. He releases the Agni in the stone (matter). He is the cause of fear in the hostiles and takes away their thefts. The aspirants are suggested to maintain their Trust in Indra",Mantra,1
RigVeda,2,13,NULL,Sukta - 13,Sukta,"Ritu (the season or the Truth as it manifests in Time) is the mother of Soma, which manifests in the activities of the aspirant, providing knowledge and nourishments. The seer offers this Soma to Indra, who has established the ways of truth in the inner beings of the aspirant. Indra is declared to be supremely praiseworthy for His help throughout the ages to the seekers",Mantra,1
RigVeda,2,14,NULL,Sukta - 14,Sukta,"The seer askes the Adhvaryu priests (the priest of the pilgrim journey) to prepare the Soma for Indra so that He can accomplish His heroic deeds (destroying Vritra, Vala, Urana, Arbuda, Ashna, Shushna, Vyamsa, Pipru, Namuchi, Rudhrika, Shambara etc.)",Mantra,1
RigVeda,2,15,NULL,Sukta - 15,Sukta,"The seer narrates the various accomplishments of Indra when He was rapturous with Soma - including the killing of Vritra, saving Dabhiti and giving him the illumining rays, killing the dasyus (the opposers of the Aryas who labour towards perfection) etc.",Mantra,1
RigVeda,2,16,NULL,Sukta - 16,Sukta,"Indra (the lord of the divine mind) possesses all the heroic strengths of the world, the Soma (delight of action/experience/existence) resides in His Jathar (stomach) along with other great forces. The doer of divine works cling to mighty Indra who is the Master of sacrifice. The seer prays to Him for security",Mantra,1
RigVeda,2,17,NULL,Sukta - 17,Sukta,"The seer offers the Riks (songs of illumination) to Indra so that he accomplishes the victory like he did over Vala (the Inconscient hill) and released the rays. His arrival disperses the hostiles, He grows his self-empire in the aspirant. The seer prays for a total opening into the subtle worlds",Mantra,1
RigVeda,2,18,NULL,Sukta - 18,Sukta,The seer yokes the car of Indra with his hymn (i.e. the hymn makes the Indra force dynamic) and asks him to come and drink the Soma,Mantra,1
RigVeda,2,19,NULL,Sukta - 19,Sukta,"Indra drinks the Soma and is rapturous and slays Vritra (the concealer of the divine reality) and releases the rays & waters (illuminating rays/energies) of higher worlds. He is also the slayer of other opposing forces like Shushna (an evil force that sucks the sap of things), Shambara (a hostile being who hides the peace) etc.",Mantra,1
RigVeda,2,20,NULL,Sukta - 20,Sukta,Indra is the ancient friend who has bestowed His riches on the seekers. He is the one who released the hidden rays and destroyed the hostiles and their habitations,Mantra,1
RigVeda,2,21,NULL,Sukta - 21,Sukta," Indra is the ever victorious, the aspirants approach him with their hymns and get the desired and appropriate riches (of the spirit)",Mantra,1
RigVeda,2,22,NULL,Sukta - 22,Sukta,"Indra drinks the Soma along with Vishnu (the lord who is all pervading) and attends the trikadruka (3 rites of Jyoti, Gau & Ayu). The seer lauds the help to mankind that Indra has given since ancient times",Mantra,1
RigVeda,2,23,NULL,Sukta - 23,Sukta,"The seer invokes the deity variously know as Ganapati (the lord of the host of mantras), Brihaspati (the lord of the soul power or the potency of the Word), Brahmanaspati (the lord of the expression of the intuition arising out of the depths of the creative soul). He provides supreme inspirations and removes the debts
(psychological blockades). He is the one invoked in inner battles as He disperses the darkness and the hostiles",Mantra,1
RigVeda,2,24,NULL,Sukta - 24,Sukta,"Brahmanaspati broke Vala (the hill of the subconscient) by His hymn and released the herds of light, He helped in the slaying of Vritra (the inconscient coverer which conceals the divine reality) and thus helped in making Svar (Truth-plane) visible and making the rivers of delight flow. The eternal worlds (the hour upper worlds) which have been closed to our consciousness through the movement of time are manifested again by Him in us. The seekers placed first the fire (of progress) in the subconscient with His help.",Mantra,1
RigVeda,2,25,NULL,Sukta - 25,Sukta,The seer lauds Brahmanaspati for His protections and the wealth He bestows on the friendly aspirant,Mantra,1
RigVeda,2,26,NULL,Sukta - 26,Sukta,"For the sincere aspirant who makes the self-offering, Brahmanaspati leads him through the straight path to the goal",Mantra,1
RigVeda,2,27,NULL,Sukta - 27,Sukta,"The Adityas (sons of Aditi, the infinite mother), who are the ancient rulers, are invoked. Mitra (Lord of Harmony), Aryaman (Lord of Tapas/Force), Varuna (Lord of Vastness) are united in their acts. The Adityas are the guardians of the worlds, they uphold the triple heavens (of purified mentality) for the seekers. Though are free from crookedness, they can identify crookedness in the aspirants. The seer prays to them to lead him through the happy paths to the goal, as no one can hurt one who is in the care of the Adityas",Mantra,1
RigVeda,2,28,NULL,Sukta - 28,Sukta,The seer prays to Varuna to make his being vast at the appropriate time for the inner sacrifice; to make him free from the narrowness of consciousness & lower propensities (fears & debts & sins),Mantra,1
RigVeda,2,29,NULL,Sukta - 29,Sukta,The seer prays to the All-gods for protection from the hostiles and self-destructive actions; and for a blissful state to be established in him,Mantra,1
RigVeda,2,30,NULL,Sukta - 30,Sukta,"The seer prays to the Indra (the lord of the Divine mind), Maruts (luminous & swift powers of will and thought), Brihaspati (the lord of the soul-power/mantras) and Saraswati (the power of Truth-Audition) to work together and destroy the hostiles, including Vritra (the inconscient coverer who conceals the divine reality)",Mantra,1
RigVeda,2,31,NULL,Sukta - 31,Sukta,The seer prays for the car of the aspirants (i.e. the movement towards the goal) to be protected & impelled by all the Gods.,Mantra,1
